0.050000, 0.094122
0.150000, 0.251877
0.250000, 0.377769
0.350000, 0.479384
0.450000, 0.562104
0.550000, 0.629895
0.650000, 0.685759
0.750000, 0.732016
0.850000, 0.770486
0.950000, 0.802612
1.050000, 0.829544
1.150000, 0.852209
1.250000, 0.871355
1.350000, 0.887588
1.450000, 0.901402
1.550000, 0.913201
1.650000, 0.923316
1.750000, 0.932018
1.850000, 0.939531
1.950000, 0.946041
2.050000, 0.951702
2.150000, 0.956642
2.250000, 0.960967
2.350000, 0.964767
2.450000, 0.968116
2.550000, 0.971078
2.650000, 0.973705
2.750000, 0.976043
2.850000, 0.978129
2.950000, 0.979996
3.050000, 0.981672
3.150000, 0.983180
3.250000, 0.984540
3.350000, 0.985770
3.450000, 0.986886
3.550000, 0.987899
3.650000, 0.988822
3.750000, 0.989664
3.850000, 0.990433
3.950000, 0.991138
4.050000, 0.991785
4.150000, 0.992379
4.250000, 0.992926
4.350000, 0.993430
4.450000, 0.993895
4.550000, 0.994325
4.650000, 0.994723
4.750000, 0.995092
4.850000, 0.995434
4.950000, 0.995751
5.050000, 0.996046
5.150000, 0.996320
5.250000, 0.996576
5.350000, 0.996814
5.450000, 0.997036
5.550000, 0.997243
5.650000, 0.997436
5.750000, 0.997617
5.850000, 0.997785
5.950000, 0.997943
6.050000, 0.998091
6.150000, 0.998230
6.250000, 0.998360
6.350000, 0.998481
6.450000, 0.998595
6.550000, 0.998702
6.650000, 0.998803
6.750000, 0.998897
6.850000, 0.998985
6.950000, 0.999069
7.050000, 0.999147
7.150000, 0.999220
7.250000, 0.999289
7.350000, 0.999354
7.450000, 0.999415
7.550000, 0.999473
7.650000, 0.999527
7.750000, 0.999578
7.850000, 0.999626
7.950000, 0.999671
8.050000, 0.999714
8.150000, 0.999754
8.250000, 0.999792
8.350000, 0.999828
8.450000, 0.999861
8.550000, 0.999893
8.650000, 0.999923
8.750000, 0.999951
8.850000, 0.999978
8.950000, 1.000003
9.050000, 1.000027
9.150000, 1.000049
9.250000, 1.000070
9.350000, 1.000090
9.450000, 1.000109
9.550000, 1.000126
9.650000, 1.000143
9.750000, 1.000159
9.850000, 1.000174
9.950000, 1.000188
