0.050000, 0.093919
0.150000, 0.251040
0.250000, 0.376474
0.350000, 0.477792
0.450000, 0.560292
0.550000, 0.627895
0.650000, 0.683591
0.750000, 0.729697
0.850000, 0.768033
0.950000, 0.800038
1.050000, 0.826864
1.150000, 0.849432
1.250000, 0.868489
1.350000, 0.884639
1.450000, 0.898375
1.550000, 0.910097
1.650000, 0.920137
1.750000, 0.928765
1.850000, 0.936206
1.950000, 0.942645
2.050000, 0.948235
2.150000, 0.953106
2.250000, 0.957364
2.350000, 0.961098
2.450000, 0.964384
2.550000, 0.967284
2.650000, 0.969853
2.750000, 0.972136
2.850000, 0.974170
2.950000, 0.975988
3.050000, 0.977618
3.150000, 0.979083
3.250000, 0.980405
3.350000, 0.981600
3.450000, 0.982684
3.550000, 0.983669
3.650000, 0.984568
3.750000, 0.985388
3.850000, 0.986140
3.950000, 0.986830
4.050000, 0.987466
4.150000, 0.988052
4.250000, 0.988593
4.350000, 0.989095
4.450000, 0.989561
4.550000, 0.989994
4.650000, 0.990397
4.750000, 0.990774
4.850000, 0.991126
4.950000, 0.991457
5.050000, 0.991766
5.150000, 0.992057
5.250000, 0.992331
5.350000, 0.992590
5.450000, 0.992834
5.550000, 0.993064
5.650000, 0.993283
5.750000, 0.993490
5.850000, 0.993686
5.950000, 0.993873
6.050000, 0.994051
6.150000, 0.994220
6.250000, 0.994382
6.350000, 0.994536
6.450000, 0.994684
6.550000, 0.994825
6.650000, 0.994960
6.750000, 0.995090
6.850000, 0.995215
6.950000, 0.995334
7.050000, 0.995449
7.150000, 0.995560
7.250000, 0.995666
7.350000, 0.995769
7.450000, 0.995868
7.550000, 0.995964
7.650000, 0.996056
7.750000, 0.996146
7.850000, 0.996232
7.950000, 0.996316
8.050000, 0.996396
8.150000, 0.996475
8.250000, 0.996551
8.350000, 0.996625
8.450000, 0.996696
8.550000, 0.996766
8.650000, 0.996833
8.750000, 0.996899
8.850000, 0.996963
8.950000, 0.997025
9.050000, 0.997085
9.150000, 0.997144
9.250000, 0.997202
9.350000, 0.997257
9.450000, 0.997312
9.550000, 0.997365
9.650000, 0.997417
9.750000, 0.997467
9.850000, 0.997516
9.950000, 0.997564
